group_id,group_size,arrival_time,seating_time,wait_time,table_id,table_capacity,dining_duration,departure_time
2,4,6,6,0,1,4,65,71
3,5,12,12,0,3,6,72,84
4,3,18,18,0,2,4,60,78
5,6,24,24,0,4,6,78,102
1,2,0,30,30,5,6,55,85
6,4,31,71,40,1,4,66,137
9,4,53,78,25,2,4,67,145
10,6,61,84,23,3,6,80,164
8,5,45,85,40,5,6,74,159
7,2,38,102,64,4,6,54,156
