group_id,group_size,arrival_time,seating_time,wait_time,table_id,table_capacity,dining_duration,departure_time
1,1,0,0,0,1,4,20,20
2,2,4,4,0,2,4,24,28
3,3,7,7,0,3,4,28,35
4,2,10,10,0,4,4,22,32
5,4,14,14,0,5,4,30,44
6,1,18,20,2,1,4,18,38
8,3,25,28,3,2,4,27,55
7,2,21,32,11,4,4,24,56
10,4,33,35,2,3,4,32,67
9,2,29,38,9,1,4,22,60
13,3,44,44,0,5,4,26,70
11,1,36,55,19,2,4,18,73
12,2,40,56,16,4,4,24,80
14,2,48,60,12,1,4,22,82
